year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,1194.0,549.0,14.1,0.0,6.0,118.0,8125.0,774.0,0.0,0.0,0.0,0.0,0.916
2.0,1194.0,438.2,14.7,3.0,5.0,119.0,8935.0,810.0,0.0,0.0,0.0,3.0,1.03
3.0,1194.0,626.4,14.7,0.0,8.0,120.0,9575.0,895.0,1.8,28.5,13.0,4.0,1.04
4.0,1194.0,826.6,15.2,0.0,6.0,120.0,10100.0,960.0,7.8,31.4,17.0,4.0,1.19
5.0,1194.0,965.3,14.2,0.0,6.0,117.0,10730.0,1000.0,13.6,35.7,24.0,6.0,1.28
6.0,1194.0,707.0,14.2,0.0,6.0,119.0,10730.0,1000.0,21.3,39.2,32.0,6.0,1.413
7.0,1194.0,1332.1,14.7,0.0,6.0,120.0,10730.0,1000.0,28.9,43.9,37.0,7.0,1.509
8.0,1194.0,1079.3,15.1,0.0,6.0,112.0,12325.0,1149.0,187.6,48.1,45.0,8.0,1.569
9.0,1194.0,709.2,15.0,0.0,4.0,118.0,12325.0,1149.0,192.3,53.4,63.0,8.0,1.581
10.0,1194.0,1255.9,13.7,0.1,8.0,130.0,12325.0,908.0,196.7,61.2,69.0,8.0,1.604
