year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,514.0,1404.4,7.8,597.0,28.0,115.0,3671.0,441.0,0.8,106.2,0.0,3.0,1.186
2.0,514.0,1395.4,9.4,241.0,26.0,118.0,3674.0,441.0,12.1,115.1,1.0,5.0,1.234
3.0,514.0,1339.6,9.5,335.2,18.0,116.0,5820.0,230.0,15.6,150.2,4.0,5.0,1.27
4.0,514.0,1249.8,7.9,372.0,26.0,121.0,5830.0,230.0,28.3,152.3,4.0,6.0,1.312
5.0,514.0,1230.5,8.4,515.0,20.0,115.0,6057.0,239.0,48.3,154.8,6.0,6.0,1.375
6.0,514.0,1262.7,8.3,637.0,27.0,113.0,6306.0,249.0,144.9,156.3,8.0,7.0,1.408
7.0,514.0,1175.9,8.9,446.7,11.0,121.0,6558.0,259.0,154.3,165.8,9.0,7.0,1.503
8.0,514.0,1636.4,8.0,525.0,22.0,111.0,6950.0,272.0,175.8,177.8,9.0,7.0,1.509
9.0,514.0,1133.9,8.4,337.3,19.0,118.0,7377.0,291.0,189.4,191.7,10.0,8.0,1.556
10.0,514.0,1226.4,10.1,203.6,16.0,114.0,7672.0,303.0,219.7,206.2,10.0,8.0,1.607
