year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,279.4,160.5,18.4,0.0,4.0,106.0,5940.0,1160.0,0.0,0.0,0.0,4.0,1.16
2.0,279.4,161.1,18.2,0.0,4.0,106.0,5950.0,1190.0,0.0,0.0,0.0,5.0,1.18
3.0,279.4,170.7,18.5,0.0,4.0,110.0,5950.0,1190.0,7.6,0.0,0.0,7.0,1.183
4.0,279.4,223.9,18.9,0.0,3.0,110.0,6260.0,1250.0,14.3,0.0,0.0,7.0,1.184
5.0,279.4,228.2,18.4,0.1,2.0,113.0,6680.0,1500.0,22.4,0.0,0.0,8.0,1.186
6.0,279.4,225.0,17.2,0.0,4.0,114.0,6950.0,1750.0,25.3,0.0,0.0,8.0,1.218
7.0,279.4,130.0,18.4,0.0,3.0,103.0,7635.0,1950.0,27.4,0.0,115.0,9.0,1.258
8.0,279.4,100.6,19.0,0.0,2.0,114.0,8540.0,2180.0,59.6,23.5,121.0,10.0,1.269
9.0,279.4,176.5,19.0,0.0,3.0,108.0,9120.0,2300.0,69.7,30.6,231.0,11.0,1.292
10.0,279.4,53.6,19.0,0.0,2.0,105.0,9870.0,2450.0,74.5,58.2,266.4,14.0,1.332
