year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,442.0,645.0,8.2,206.0,4.0,117.0,5425.0,3905.0,0.0,0.0,0.0,0.0,0.721
2.0,442.0,649.0,8.7,48.2,4.0,117.0,5475.0,2663.0,0.0,0.0,0.0,0.0,0.772
3.0,442.0,745.6,9.4,139.0,5.0,115.0,6300.0,2821.0,0.0,50.4,0.0,1.0,0.813
4.0,442.0,846.1,7.1,270.0,5.0,120.0,6608.0,3257.0,0.0,71.6,2.0,2.0,0.864
5.0,442.0,580.2,8.3,204.5,4.0,112.0,5852.0,2218.0,0.0,79.5,4.0,2.0,1.945
6.0,442.0,1101.2,8.7,78.2,6.0,121.0,5240.0,2020.0,0.0,86.4,6.0,3.0,1.081
7.0,442.0,1039.7,8.9,99.0,5.0,114.0,5649.0,2350.0,0.0,106.3,10.0,3.0,1.106
8.0,442.0,605.7,8.4,104.4,4.0,114.0,4816.0,2611.0,31.5,210.5,51.0,2.0,1.182
9.0,442.0,1243.4,7.7,145.3,3.0,110.0,5600.0,2923.0,39.9,312.5,57.0,5.0,1.249
10.0,442.0,667.3,8.1,161.0,5.0,114.0,5970.0,3130.0,67.1,391.1,61.0,5.0,1.519
