year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,511.0,1620.8,13.6,60.0,25.0,117.0,1695.0,217.0,0.0,0.0,0.0,10.0,0.763
2.0,511.0,1158.0,15.3,6.0,18.0,108.0,2487.0,229.0,0.0,0.0,0.0,11.0,0.783
3.0,511.0,1318.5,14.6,15.6,22.0,117.0,2748.0,258.0,0.0,0.0,0.0,11.0,0.868
4.0,511.0,1893.1,13.7,12.0,26.0,109.0,2992.0,287.0,0.0,0.0,1.0,12.0,0.879
5.0,511.0,1267.4,14.3,35.0,13.0,115.0,2666.0,261.0,0.0,0.0,1.0,12.0,0.883
6.0,511.0,1933.7,14.0,53.4,25.0,114.0,3072.0,307.0,0.0,9.9,2.0,12.0,0.99
7.0,511.0,1554.6,14.3,48.9,19.0,112.0,3816.0,389.0,0.0,12.7,7.0,13.0,1.11
8.0,511.0,1424.2,13.7,90.0,20.0,115.0,4176.0,434.0,0.0,20.7,10.0,14.0,1.262
9.0,511.0,1310.4,14.1,30.8,17.0,115.0,5040.0,534.0,0.0,25.4,47.0,14.0,1.345
10.0,511.0,1314.1,15.7,3.8,13.0,110.0,5238.0,269.0,0.0,29.6,97.0,17.0,1.481
