year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,317.0,458.5,4.0,972.0,20.0,116.0,1057.0,162.0,0.0,10.3,4.0,4.0,1.361
2.0,317.0,512.6,4.2,1199.1,17.0,117.0,1200.0,200.0,0.0,21.4,5.0,5.0,1.365
3.0,317.0,471.8,3.9,1097.3,15.0,112.0,1270.0,190.0,0.0,48.7,7.0,5.0,1.37
4.0,317.0,500.9,2.1,1769.0,12.0,116.0,1240.0,190.0,0.0,59.4,9.0,6.0,1.385
5.0,317.0,395.4,4.9,921.4,15.0,120.0,1290.0,200.0,0.0,75.4,9.0,7.0,1.387
6.0,317.0,501.5,5.8,880.2,9.0,113.0,1370.0,210.0,0.0,81.2,9.0,7.0,1.398
7.0,317.0,632.4,5.4,552.3,15.0,115.0,1300.0,150.0,0.0,85.0,10.0,7.0,1.412
8.0,317.0,431.0,4.2,984.0,17.0,116.0,1120.0,180.0,0.0,122.3,10.0,8.0,1.442
9.0,317.0,250.7,5.9,725.0,12.0,117.0,1170.0,200.0,4.4,153.4,11.0,8.0,1.483
10.0,317.0,537.2,4.4,860.0,12.0,124.0,1180.0,170.0,5.7,169.6,12.0,8.0,1.492
