year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,1402.0,1289.4,12.5,75.4,21.0,114.0,4352.0,392.0,0.0,0.0,0.0,1.0,0.835
2.0,1402.0,1158.1,14.0,26.2,22.0,117.0,4613.0,416.0,0.0,0.0,0.0,14.0,0.841
3.0,1402.0,1241.6,13.4,59.4,22.0,116.0,4890.0,440.0,0.0,0.0,0.0,5.0,0.845
4.0,1402.0,1281.0,12.2,157.0,28.0,117.0,5183.0,467.0,0.8,0.0,0.0,5.0,0.852
5.0,1402.0,1009.5,13.2,43.0,23.0,127.0,5494.0,495.0,11.4,0.0,0.0,5.0,0.868
6.0,1402.0,1166.8,14.0,36.0,19.0,119.0,5824.0,525.0,26.1,0.0,0.0,5.0,0.882
7.0,1402.0,1718.6,12.0,148.0,34.0,117.0,6173.0,556.0,90.9,33.4,0.0,6.0,0.958
8.0,1402.0,1224.3,13.0,165.0,33.0,120.0,6544.0,589.0,155.7,36.7,0.0,6.0,1.073
9.0,1402.0,1352.7,13.0,129.0,21.0,122.0,6936.0,625.0,238.0,39.3,0.0,7.0,1.145
10.0,1402.0,1272.8,14.0,23.0,28.0,121.0,7353.0,662.0,275.4,43.8,0.0,7.0,1.211
