year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,619.76,1396.7,15.3,30.3,20.0,118.0,1083.0,474.0,0.0,0.0,0.0,2.0,0.787
2.0,619.76,1459.9,17.2,6.4,13.0,118.0,1115.0,489.0,0.0,0.0,0.0,2.0,0.792
3.0,619.76,1190.3,16.6,20.4,11.0,118.0,1149.0,503.0,0.0,0.0,0.0,2.0,0.801
4.0,619.76,944.8,16.4,41.0,12.0,113.0,1183.0,518.0,0.0,32.1,1.0,2.0,0.804
5.0,619.76,1469.2,15.7,20.0,17.0,117.0,1219.0,534.0,0.0,60.9,0.0,2.0,0.807
6.0,619.76,1402.5,16.4,11.0,17.0,117.0,1255.0,550.0,0.6,160.4,0.0,2.0,0.809
7.0,619.76,1671.9,15.8,26.0,13.0,112.0,1293.0,566.0,6.2,191.5,1.0,2.0,0.81
8.0,619.76,1588.4,16.3,16.0,21.0,112.0,1332.0,583.0,6.9,206.4,19.0,3.0,0.826
9.0,619.76,1411.8,16.3,7.0,12.0,113.0,1372.0,601.0,24.1,219.4,0.0,3.0,0.829
10.0,619.76,1249.9,16.6,4.0,15.0,115.0,1413.0,619.0,305.0,229.7,22.0,3.0,0.834
