year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,422.0,637.8,0.9,1040.0,21.0,113.0,6580.0,860.0,7.2,188.5,6.0,8.0,0.892
2.0,422.0,472.7,0.2,1350.0,17.0,122.0,6430.0,960.0,8.3,196.4,6.0,10.0,0.993
3.0,422.0,478.3,0.9,1246.0,12.0,113.0,6650.0,1000.0,9.4,208.4,6.0,10.0,0.999
4.0,422.0,658.8,0.2,1460.0,16.0,115.0,6966.0,670.0,11.2,222.6,6.0,10.0,1.002
5.0,422.0,598.5,0.8,1412.0,11.0,120.0,6991.0,698.0,11.9,239.6,8.0,10.0,1.051
6.0,422.0,810.5,1.0,1151.0,21.0,113.0,7110.0,565.0,12.7,250.0,8.0,10.0,10.59
7.0,422.0,945.8,0.4,1155.0,18.0,126.0,7210.0,573.0,15.4,262.2,10.0,10.0,1.068
8.0,422.0,598.4,1.2,1229.0,16.0,113.0,7440.0,630.0,17.4,283.0,10.0,11.0,1.081
9.0,422.0,610.7,0.8,1261.0,18.0,116.0,7780.0,660.0,18.4,291.3,11.0,14.0,1.085
10.0,422.0,773.9,0.2,1562.0,20.0,115.0,7680.0,630.0,21.4,297.1,13.0,14.0,1.092
