year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,439.6,427.9,12.4,97.0,4.0,116.0,4200.0,1260.0,0.0,6.5,0.0,5.0,0.965
2.0,439.6,419.2,12.2,14.7,6.0,114.0,3750.0,1425.0,0.0,8.0,0.0,5.0,1.086
3.0,439.6,420.4,12.6,34.0,6.0,120.0,3950.0,1500.0,0.0,11.3,0.0,6.0,1.091
4.0,439.6,463.2,12.0,13.0,6.0,113.0,3900.0,1530.0,0.0,16.5,0.0,6.0,1.064
5.0,439.6,280.0,12.9,23.4,5.0,116.0,3840.0,1580.0,0.0,18.5,0.0,7.0,1.086
6.0,439.6,288.8,13.3,4.6,6.0,112.0,3560.0,1640.0,1.0,21.0,0.0,7.0,1.091
7.0,439.6,226.2,13.7,18.0,4.0,111.0,3800.0,1900.0,1.0,21.1,4.0,7.0,1.155
8.0,439.6,400.6,13.1,37.5,2.0,110.0,3900.0,1950.0,15.0,28.1,4.0,8.0,1.185
9.0,439.6,390.5,11.9,16.6,5.0,112.0,4040.0,2000.0,85.0,28.3,4.0,8.0,1.265
10.0,439.6,204.4,13.1,6.2,4.0,107.0,4200.0,2100.0,86.5,28.9,4.0,8.0,1.449
