year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,406.0,462.9,1.8,1769.0,21.0,116.0,1794.0,497.0,0.0,1.4,4.0,7.0,1.213
2.0,406.0,488.8,2.0,1680.0,20.0,120.0,1557.0,319.0,0.0,2.3,4.0,7.0,1.239
3.0,406.0,517.8,3.1,1484.6,21.0,114.0,1688.0,346.0,0.0,7.2,6.0,7.0,1.24
4.0,406.0,429.3,2.8,1300.0,17.0,126.0,1731.0,355.0,0.0,8.5,6.0,7.0,1.264
5.0,406.0,511.9,2.6,1393.0,20.0,112.0,1745.0,358.0,0.0,17.5,9.0,7.0,1.276
6.0,406.0,499.5,1.8,1847.8,18.0,114.0,2000.0,400.0,0.0,21.3,9.0,7.0,1.29
7.0,406.0,450.5,1.4,1854.0,19.0,117.0,2130.0,370.0,0.0,24.6,10.0,7.0,1.342
8.0,406.0,645.3,0.3,2341.0,19.0,118.0,2130.0,370.0,0.0,37.5,12.0,8.0,1.421
9.0,406.0,510.1,2.7,1427.1,22.0,122.0,2320.0,400.0,0.2,42.7,13.0,8.0,1.493
10.0,406.0,342.9,3.9,1401.4,17.0,126.0,2320.0,400.0,0.3,46.8,13.0,9.0,1.611
