year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,520.0,313.9,15.9,0.0,4.0,114.0,4150.0,166.0,0.0,36.9,10.0,3.0,1.29
2.0,520.0,369.3,16.4,0.0,5.0,109.0,6400.0,307.0,0.0,43.9,11.0,3.0,1.3
3.0,520.0,250.0,15.8,4.0,4.0,119.0,6450.0,310.0,0.0,47.8,13.0,4.0,1.31
4.0,520.0,256.0,15.7,8.0,4.0,114.0,6200.0,290.0,0.0,51.5,13.0,4.0,1.321
5.0,520.0,392.7,15.6,0.0,6.0,115.0,5870.0,250.0,0.0,54.8,21.0,5.0,1.369
6.0,520.0,476.2,16.4,0.0,4.0,112.0,4560.0,198.0,0.0,59.2,21.0,5.0,1.396
7.0,520.0,524.5,15.5,0.0,3.0,118.0,3550.0,156.0,0.0,64.6,22.0,4.0,1.412
8.0,520.0,272.4,15.8,0.0,4.0,114.0,3700.0,163.0,0.0,66.1,22.0,5.0,1.445
9.0,520.0,612.3,16.2,0.0,4.0,111.0,3700.0,163.0,0.0,82.5,27.0,5.0,1.464
10.0,520.0,580.1,16.6,0.0,4.0,116.0,3750.0,165.0,0.0,103.1,27.0,5.0,1.49
