year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,405.0,2632.5,10.1,19.5,7.0,107.0,3840.0,260.0,0.0,59.5,6.0,3.0,0.871
2.0,405.0,1745.0,10.0,5.6,4.0,108.0,3840.0,260.0,0.0,80.5,6.0,3.0,0.92
3.0,405.0,1693.2,10.3,0.0,8.0,109.0,3840.0,260.0,0.0,87.3,7.0,4.0,0.95
4.0,405.0,1538.1,10.5,1.0,5.0,109.0,4000.0,271.0,1.2,101.5,9.0,5.0,1.317
5.0,405.0,1724.4,11.0,9.0,4.0,108.0,4000.0,271.0,1.9,108.4,14.0,5.0,1.524
6.0,405.0,1831.7,11.1,0.0,6.0,110.0,4000.0,271.0,2.5,115.4,17.0,6.0,1.592
7.0,405.0,1760.8,11.0,4.0,9.0,107.0,4400.0,298.0,3.7,123.6,28.0,6.0,1.669
8.0,405.0,2148.9,10.7,3.0,9.0,110.0,4400.0,298.0,7.7,135.8,30.0,6.0,1.819
9.0,405.0,2283.3,10.8,5.0,5.0,110.0,4360.0,295.0,9.9,190.8,34.0,7.0,1.837
10.0,405.0,1585.7,10.0,14.0,9.0,109.0,4360.0,295.0,10.3,229.4,36.0,8.0,1.863
