year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,422.0,702.6,0.1,1485.0,11.0,122.0,5530.0,702.0,0.0,0.0,0.0,6.0,0.768
2.0,422.0,782.8,0.3,1449.0,13.0,116.0,5144.0,427.0,0.0,1.4,0.0,6.0,0.778
3.0,422.0,667.5,0.7,1301.9,16.0,117.0,5436.0,451.0,0.0,2.7,0.0,7.0,0.794
4.0,422.0,825.2,1.3,1080.0,12.0,124.0,5233.0,434.0,0.0,4.2,12.0,7.0,0.797
5.0,422.0,1089.7,0.2,1314.0,17.0,120.0,5620.0,433.0,0.0,5.6,12.0,8.0,0.801
6.0,422.0,570.8,1.0,1280.8,13.0,117.0,6800.0,1200.0,0.0,6.1,13.0,8.0,0.815
7.0,422.0,836.3,0.4,1190.2,13.0,111.0,6410.0,1270.0,0.0,6.7,14.0,8.0,0.826
8.0,422.0,642.6,1.4,1961.0,12.0,126.0,6150.0,1220.0,0.0,7.0,14.0,11.0,0.834
9.0,422.0,567.0,0.8,1267.7,8.0,122.0,6430.0,1270.0,2.3,7.5,15.0,11.0,0.846
10.0,422.0,986.4,1.4,1265.0,13.0,115.0,7070.0,1400.0,4.8,9.0,15.0,11.0,0.851
