year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,356.0,745.9,20.3,0.0,19.0,125.0,3150.0,334.0,0.0,146.7,0.0,2.0,0.692
2.0,356.0,1421.9,18.8,0.6,15.0,120.0,3150.0,334.0,0.0,153.2,0.0,2.0,0.697
3.0,356.0,1183.0,18.3,0.0,20.0,116.0,2700.0,286.0,0.0,162.9,0.0,2.0,0.704
4.0,356.0,1310.8,18.7,0.0,16.0,116.0,3600.0,382.0,0.0,174.3,0.0,3.0,0.721
5.0,356.0,1582.4,18.5,1.3,36.0,115.0,3150.0,334.0,0.0,185.3,4.0,4.0,0.734
6.0,356.0,1091.3,18.9,0.7,23.0,116.0,3150.0,334.0,1.0,196.4,7.0,4.0,0.742
7.0,356.0,1085.3,18.3,10.0,24.0,122.0,3150.0,334.0,1.2,207.0,8.0,4.0,0.758
8.0,356.0,1315.1,18.8,1.8,19.0,113.0,3150.0,334.0,1.5,211.0,34.0,5.0,0.768
9.0,356.0,1175.1,19.7,0.0,24.0,119.0,3600.0,382.0,2.0,219.3,41.0,6.0,0.77
10.0,356.0,751.9,19.7,2.9,13.0,125.0,3850.0,662.0,2.1,225.3,49.0,6.0,0.771
