year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,487.7,222.4,21.3,0.0,3.0,107.0,1850.0,610.0,0.0,0.0,0.0,0.0,1.211
2.0,487.7,224.9,21.2,0.0,3.0,109.0,1880.0,660.0,0.0,0.0,0.0,0.0,1.241
3.0,487.7,226.6,21.1,0.0,3.0,108.0,1380.0,490.0,31.6,0.0,0.0,10.0,1.273
4.0,487.7,424.4,21.2,0.0,2.0,105.0,1760.0,620.0,33.7,0.0,0.0,11.0,1.0
5.0,487.7,257.1,21.2,0.0,4.0,111.0,1700.0,610.0,36.7,0.0,0.0,11.0,1.356
6.0,487.7,256.0,21.8,0.0,3.0,109.0,1600.0,610.0,40.6,0.0,0.0,12.0,1.269
7.0,487.7,226.7,22.1,0.0,3.0,108.0,1760.0,860.0,66.6,0.0,0.0,13.0,1.311
8.0,487.7,82.7,22.6,0.0,2.0,106.0,1800.0,900.0,71.6,0.0,0.0,13.0,1.39
9.0,487.7,135.4,22.2,0.0,2.0,109.0,1900.0,1130.0,75.4,0.0,0.0,14.0,1.414
10.0,487.7,93.2,22.5,0.0,4.0,110.0,2140.0,1270.0,78.5,0.0,0.0,16.0,1.432
