year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,861.0,2081.4,13.8,2.9,6.0,104.0,5100.0,359.0,0.0,152.2,66.0,6.0,2.102
2.0,861.0,1245.2,15.1,0.0,3.0,110.0,5100.0,181.0,0.0,196.3,82.0,6.0,2.192
3.0,861.0,1351.2,15.4,0.0,4.0,108.0,5100.0,181.0,91.5,198.3,85.0,6.0,2.201
4.0,861.0,1324.6,16.1,0.0,4.0,102.0,5100.0,181.0,98.2,199.5,89.0,7.0,2.216
5.0,861.0,1373.5,16.0,1.0,3.0,102.0,5100.0,181.0,105.7,201.4,93.0,7.0,2.231
6.0,861.0,1471.7,15.8,0.0,3.0,106.0,5100.0,181.0,120.7,207.2,105.0,8.0,2.283
7.0,861.0,1331.5,16.1,0.0,4.0,101.0,5200.0,184.0,123.7,218.2,130.0,8.0,2.312
8.0,861.0,1842.0,15.6,0.0,4.0,105.0,5300.0,188.0,127.5,226.3,142.0,8.0,2.33
9.0,861.0,1715.6,15.2,0.0,4.0,105.0,5300.0,188.0,128.2,235.3,161.0,9.0,2.345
10.0,861.0,886.3,15.7,0.0,3.0,108.0,6500.0,231.0,129.7,242.1,172.0,9.0,2.361
