year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,454.6,145.6,21.7,0.0,3.0,106.0,3650.0,730.0,0.0,0.0,0.0,0.0,
2.0,454.6,212.3,22.4,0.0,3.0,109.0,3500.0,700.0,2.3,0.0,0.0,0.0,0.591
3.0,454.6,181.8,21.3,0.0,3.0,109.0,4500.0,900.0,4.6,0.0,0.0,0.0,0.626
4.0,454.6,247.1,21.1,0.0,3.0,117.0,2100.0,625.0,6.3,6.3,47.9,5.0,0.643
5.0,454.6,291.6,21.3,0.0,2.0,110.0,2200.0,650.0,13.3,15.3,53.5,9.0,0.674
6.0,454.6,264.1,21.1,0.0,4.0,111.0,2700.0,690.0,63.2,25.3,57.0,20.0,0.697
7.0,454.6,213.8,21.8,0.0,2.0,109.0,2800.0,700.0,150.4,34.3,62.4,40.0,0.721
8.0,454.6,174.1,22.2,0.0,3.0,110.0,2850.0,700.0,240.2,63.2,67.0,95.0,0.735
9.0,454.6,93.8,22.6,0.0,2.0,107.0,3000.0,780.0,304.8,120.5,69.0,100.0,0.759
10.0,454.6,108.7,22.1,0.0,2.0,112.0,3100.0,820.0,330.4,304.8,75.0,110.0,0.78
