year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,771.0,588.9,2.8,1408.0,19.0,119.0,2490.0,289.0,0.0,0.0,0.0,2.0,0.662
2.0,771.0,710.6,3.6,1229.7,25.0,116.0,2475.0,287.0,0.0,43.2,16.0,3.0,0.671
3.0,771.0,466.7,3.6,1044.0,19.0,116.0,2592.0,301.0,0.0,59.4,46.0,3.0,0.682
4.0,771.0,510.2,3.4,1142.0,25.0,114.0,2735.0,369.0,0.0,72.6,57.0,4.0,0.715
5.0,771.0,603.0,2.5,1586.2,18.0,120.0,2800.0,400.0,1.6,96.5,64.0,4.0,0.746
6.0,771.0,517.9,2.2,1549.1,20.0,113.0,3170.0,420.0,2.5,114.0,74.0,6.0,0.769
7.0,771.0,742.1,0.3,2077.0,28.0,114.0,3320.0,440.0,15.0,164.9,84.0,7.0,0.812
8.0,771.0,651.1,3.3,1187.6,22.0,117.0,3760.0,500.0,19.6,166.7,95.5,8.0,0.863
9.0,771.0,477.4,4.3,1219.6,17.0,117.0,3900.0,520.0,24.2,175.2,114.0,9.0,0.952
10.0,771.0,508.4,4.0,955.7,19.0,114.0,3720.0,580.0,26.7,200.9,125.0,9.0,1.108
