year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,320.0,174.9,21.7,0.0,2.0,108.0,5600.0,1680.0,0.0,0.0,1.0,0.0,1.022
2.0,320.0,187.8,22.3,0.0,3.0,107.0,6400.0,1920.0,0.0,0.0,1.0,0.0,1.038
3.0,320.0,270.2,21.6,0.0,3.0,103.0,8000.0,2400.0,0.0,0.0,2.0,0.0,1.0041
4.0,320.0,217.7,22.0,0.0,3.0,103.0,8000.0,2400.0,0.0,2.4,2.0,23.0,1.052
5.0,320.0,154.7,22.8,0.0,2.0,108.0,8000.0,2400.0,0.1,3.6,5.0,24.0,1.059
6.0,320.0,182.6,21.6,0.0,3.0,105.0,7200.0,2250.0,0.1,6.5,8.0,26.0,1.065
7.0,320.0,297.7,21.3,0.0,4.0,105.0,6850.0,2650.0,0.2,22.6,9.0,27.0,1.069
8.0,320.0,366.8,21.5,0.0,2.0,104.0,7200.0,2800.0,0.3,70.5,12.0,27.0,1.073
9.0,320.0,336.6,21.3,0.0,4.0,106.0,7450.0,3030.0,0.5,160.5,28.0,31.0,1.101
10.0,320.0,240.2,22.1,0.0,3.0,104.0,7600.0,3300.0,1.0,185.6,39.0,33.0,1.107
