year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,612.0,396.9,7.8,263.0,8.0,106.0,600.0,80.0,13.0,40.4,13.0,1.0,1.843
2.0,612.0,369.5,8.4,364.0,4.0,116.0,560.0,80.0,15.0,42.4,16.0,1.0,1.886
3.0,612.0,339.4,8.7,362.0,5.0,116.0,480.0,85.0,18.6,81.4,46.0,2.0,1.895
4.0,612.0,324.3,8.2,421.0,4.0,115.0,115.0,26.0,21.6,84.3,53.0,3.0,1.912
5.0,612.0,355.3,8.8,292.0,5.0,109.0,115.0,25.0,27.8,89.1,72.0,3.0,1.934
6.0,612.0,389.3,8.3,383.0,7.0,107.0,120.0,25.0,29.5,94.3,78.0,4.0,1.962
7.0,612.0,504.0,8.4,283.0,7.0,114.0,100.0,20.0,33.3,99.6,81.0,4.0,1.983
8.0,612.0,395.4,8.3,368.0,5.0,105.0,100.0,21.0,39.7,101.4,85.0,5.0,1.991
9.0,612.0,382.4,8.7,522.0,5.0,105.0,89.0,49.0,41.5,110.4,87.0,6.0,2.021
10.0,612.0,350.3,7.3,537.0,6.0,107.0,130.0,80.0,56.3,119.2,93.0,8.0,2.051
