year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,405.0,1576.4,10.6,17.5,6.0,109.0,1975.0,379.0,0.0,30.6,24.0,0.0,1.059
2.0,405.0,1452.8,9.8,48.0,6.0,107.0,1975.0,386.0,0.0,35.6,27.0,3.0,1.14
3.0,405.0,1620.2,9.9,62.0,4.0,109.0,2175.0,388.0,0.0,44.3,29.0,3.0,1.142
4.0,405.0,1377.4,10.6,0.0,4.0,109.0,2150.0,384.0,1.8,78.4,30.0,3.0,1.149
5.0,405.0,1662.3,11.6,2.0,6.0,111.0,3640.0,390.0,2.1,177.1,34.0,4.0,1.152
6.0,405.0,1933.6,9.8,12.0,7.0,114.0,3720.0,390.0,3.1,185.4,39.0,4.0,1.155
7.0,405.0,1546.8,10.1,4.2,8.0,113.0,3800.0,400.0,3.8,194.5,41.0,4.0,1.16
8.0,405.0,2524.4,10.9,2.7,9.0,115.0,3800.0,403.0,4.3,204.1,44.0,5.0,1.171
9.0,405.0,3046.2,10.7,3.0,9.0,107.0,3760.0,398.0,4.9,206.6,47.0,6.0,1.19
10.0,405.0,1627.7,10.2,2.9,11.0,106.0,3760.0,398.0,5.4,210.5,48.0,6.0,1.206
