year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,487.6,70.7,20.2,0.0,2.0,108.0,3400.0,180.0,5.5,7.4,11.0,4.0,1.721
2.0,487.6,152.1,19.1,5.0,3.0,108.0,3200.0,180.0,17.3,49.9,44.0,5.0,1.741
3.0,487.6,224.4,18.8,0.0,4.0,109.0,3000.0,190.0,62.3,93.2,59.0,6.0,1.883
4.0,487.6,300.6,19.2,0.0,2.0,107.0,3150.0,200.0,159.2,103.7,61.0,6.0,1.995
5.0,487.6,382.6,18.6,0.0,4.0,109.0,3300.0,170.0,167.4,115.6,64.0,6.0,2.358
6.0,487.6,192.9,19.6,0.0,4.0,107.0,3400.0,140.0,177.5,123.5,85.0,7.0,1.38
7.0,487.6,174.1,20.0,0.0,4.0,109.0,3400.0,210.0,194.5,131.7,114.0,7.0,2.423
8.0,487.6,221.6,20.4,0.0,3.0,107.0,3500.0,250.0,228.8,148.3,128.0,8.0,2.515
9.0,487.6,225.4,19.8,0.0,2.0,111.0,3650.0,300.0,239.2,156.4,137.0,10.0,2.561
10.0,487.6,244.1,18.5,0.0,4.0,109.0,4200.0,350.0,248.8,160.5,141.0,10.0,2.6
