year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,533.2,340.4,15.6,0.0,4.0,115.0,2230.0,346.0,10.9,0.0,0.0,4.0,0.715
2.0,533.3,218.6,17.4,0.0,4.0,112.0,2300.0,350.0,11.3,0.0,0.0,4.0,0.725
3.0,533.3,304.7,17.8,1.0,3.0,114.0,2400.0,375.0,100.5,0.0,0.0,7.0,0.781
4.0,533.3,354.5,17.0,0.0,3.0,117.0,2600.0,390.0,210.7,0.0,0.0,7.0,0.796
5.0,533.3,161.1,18.2,0.0,4.0,106.0,2800.0,400.0,300.59,2.0,0.0,7.0,0.929
6.0,533.3,170.7,18.5,0.0,4.0,110.0,3020.0,660.0,355.9,3.0,0.0,7.0,0.991
7.0,533.3,223.9,18.9,0.0,3.0,110.0,3060.0,720.0,380.9,4.0,6.0,8.0,1.1
8.0,533.3,228.2,18.4,0.1,2.0,113.0,3200.0,700.0,426.2,4.0,6.0,8.0,1.183
9.0,533.3,225.0,17.2,0.0,4.0,114.0,3350.0,790.0,513.5,5.0,6.0,10.0,1.585
10.0,533.3,130.0,18.4,0.0,3.0,103.0,3500.0,900.0,579.1,5.0,10.0,10.0,1.563
