year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,505.5,272.7,19.0,0.0,4.0,103.0,4400.0,440.0,3.8,22.5,14.0,12.0,1.01
2.0,505.5,155.0,19.8,0.0,3.0,109.0,4400.0,440.0,4.1,25.1,15.0,13.0,1.03
3.0,505.5,380.7,18.5,1.0,3.0,111.0,4200.0,465.0,5.1,38.2,32.0,13.0,1.05
4.0,505.5,349.8,18.4,0.0,3.0,115.0,3900.0,475.0,5.6,38.4,59.0,14.0,1.09
5.0,505.5,441.3,18.6,0.0,4.0,115.0,4100.0,500.0,5.8,77.5,97.0,15.0,1.12
6.0,505.5,288.6,18.7,0.0,3.0,110.0,4500.0,300.0,7.7,103.5,117.0,15.0,1.328
7.0,505.5,413.4,19.2,0.0,3.0,113.0,4720.0,240.0,77.7,153.8,166.0,15.0,1.329
8.0,505.5,272.5,19.4,0.0,3.0,108.0,5440.0,330.0,95.6,166.9,176.0,17.0,1.332
9.0,505.5,141.2,19.9,0.0,2.0,105.0,5600.0,300.0,103.9,180.2,188.0,9.0,1.358
10.0,505.5,198.7,19.4,0.0,2.0,106.0,5850.0,375.0,107.8,188.4,205.0,10.0,1.349
