year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,516.0,253.5,15.2,0.0,4.0,121.0,1200.0,265.0,290.5,0.0,117.0,6.0,2.224
2.0,516.0,402.9,15.6,0.0,5.0,118.0,1200.0,265.0,299.5,0.0,117.0,8.0,2.329
3.0,516.0,514.2,15.9,0.0,6.0,116.0,1200.0,265.0,305.0,0.0,130.0,10.0,2.334
4.0,516.0,272.3,15.8,0.0,5.0,114.0,1300.0,286.0,319.2,152.4,142.0,10.0,2.352
5.0,516.0,305.7,16.1,0.0,6.0,115.0,1250.0,275.0,323.5,177.5,142.0,11.0,2.381
6.0,516.0,393.9,15.9,0.0,6.0,117.0,1450.0,319.0,342.8,193.6,157.0,12.0,2.407
7.0,516.0,447.3,15.6,0.0,6.0,110.0,1450.0,319.0,353.7,222.5,164.0,13.0,2.419
8.0,516.0,480.4,15.6,0.0,5.0,116.0,1500.0,330.0,460.7,267.8,180.0,13.0,2.445
9.0,516.0,204.8,15.9,0.0,6.0,117.0,1500.0,330.0,487.7,285.0,191.0,14.0,2.49
10.0,516.0,340.5,15.6,0.0,6.0,117.0,1550.0,335.0,498.4,295.6,201.0,14.0,2.555
