year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,819.0,1010.2,11.4,0.0,24.0,104.0,1038.0,264.0,0.0,0.0,22.0,3.0,1.024
2.0,819.0,1213.7,11.7,0.0,29.0,102.0,1075.0,274.0,0.0,162.3,23.0,3.0,1.059
3.0,819.0,926.4,11.5,0.0,20.0,102.0,1088.0,277.0,0.0,193.5,24.0,5.0,1.182
4.0,819.0,1257.4,12.9,0.0,16.0,103.0,1088.0,277.0,0.0,202.3,38.0,5.0,1.438
5.0,819.0,1318.2,12.0,0.0,18.0,103.0,1113.0,283.0,0.9,216.4,42.0,6.0,1.567
6.0,819.0,1120.6,11.8,0.0,28.0,103.0,1063.0,357.0,1.1,249.5,44.0,6.0,1.743
7.0,819.0,1734.7,12.5,0.0,30.0,102.0,1088.0,366.0,1.4,269.1,45.0,7.0,1.834
8.0,819.0,1937.8,12.2,0.0,29.0,102.0,1125.0,379.0,1.9,280.3,46.0,8.0,1.891
9.0,819.0,1070.6,12.7,0.0,27.0,103.0,1500.0,485.0,2.1,293.4,49.0,8.0,1.964
10.0,819.0,2001.6,11.7,0.0,22.0,101.0,6760.0,703.0,36.4,321.4,51.0,8.0,2.011
