year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,308.0,1127.1,17.6,1.7,21.0,118.0,286.0,56.0,0.0,0.0,0.0,1.0,0.881
2.0,308.0,1224.0,17.8,19.0,22.0,120.0,311.0,61.0,0.0,0.0,0.0,1.0,0.905
3.0,308.0,665.2,19.7,0.0,10.0,123.0,1215.0,25.0,0.0,0.0,0.0,2.0,0.918
4.0,308.0,1443.9,18.4,0.1,14.0,118.0,1341.0,29.0,0.0,0.0,0.0,2.0,0.231
5.0,308.0,1397.1,17.7,0.0,22.0,117.0,1154.0,25.0,0.0,0.0,0.0,2.0,0.432
6.0,308.0,1155.6,18.1,0.0,14.0,113.0,1258.0,28.0,0.0,0.0,0.0,2.0,0.745
7.0,308.0,1880.7,17.9,2.4,35.0,116.0,1295.0,136.0,0.0,0.0,0.0,3.0,0.923
8.0,308.0,1179.3,18.4,1.5,24.0,116.0,1343.0,31.0,0.5,0.5,0.0,3.0,1.021
9.0,308.0,1257.7,17.6,15.0,25.0,122.0,1389.0,144.0,0.5,0.6,2.0,3.0,1.04
10.0,308.0,1336.4,18.2,2.4,15.0,116.0,1440.0,35.0,0.7,1.3,5.0,3.0,1.09
