year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,729.0,57.7,16.8,16.0,4.0,113.0,2325.0,2237.0,0.0,0.0,0.0,0.0,0.984
2.0,729.0,113.5,16.4,0.0,5.0,117.0,2960.0,2435.0,0.0,0.0,0.0,0.0,1.051
3.0,729.0,208.7,16.9,0.0,3.0,119.0,3342.0,2679.0,0.0,0.0,0.0,4.0,1.891
4.0,729.0,202.8,16.2,0.0,4.0,117.0,6272.0,3073.0,0.0,0.8,0.0,5.0,1.123
5.0,729.0,75.3,17.1,0.0,3.0,114.0,5572.0,2730.0,0.0,2.6,6.0,6.0,1.164
6.0,729.0,190.4,17.5,0.0,3.0,117.0,5012.0,2455.0,6.8,34.5,8.0,7.0,1.238
7.0,729.0,76.7,18.1,0.0,3.0,116.0,5012.0,2455.0,65.5,43.5,8.0,7.0,1.296
8.0,729.0,179.4,17.6,0.0,2.0,112.0,4407.0,1676.0,101.4,59.5,8.0,7.0,1.351
9.0,729.0,165.6,15.9,0.4,3.0,110.0,5132.0,2435.0,198.7,113.2,15.0,8.0,1.438
10.0,729.0,89.8,17.2,0.0,4.0,108.0,5539.0,3432.0,254.7,217.9,29.0,8.0,1.733
