year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,901.0,1360.7,9.9,167.0,40.0,103.0,12530.0,880.0,0.0,14.9,2.0,9.0,1.015
2.0,901.0,1332.4,11.1,45.0,36.0,103.0,13350.0,921.0,0.0,21.7,9.0,10.0,1.017
3.0,901.0,1399.1,11.0,62.9,40.0,105.0,10710.0,739.0,0.0,25.2,10.0,10.0,1.034
4.0,901.0,1271.1,9.7,117.0,39.0,103.0,11334.0,827.0,0.0,27.6,11.0,10.0,1.037
5.0,901.0,1225.1,10.2,126.0,32.0,102.0,12266.0,882.0,0.0,28.7,13.0,11.0,1.045
6.0,901.0,1206.4,10.2,188.9,40.0,109.0,13197.0,937.0,0.0,30.6,18.0,11.0,1.056
7.0,901.0,1052.5,10.4,94.2,34.0,106.0,13751.0,976.0,0.0,34.7,23.0,12.0,1.061
8.0,901.0,1648.8,9.8,152.0,44.0,107.0,14588.0,1036.0,4.8,43.2,24.0,12.0,1.068
9.0,901.0,1354.1,10.3,54.9,35.0,102.0,14880.0,1056.0,5.2,71.1,24.0,12.0,1.0763
10.0,901.0,1531.0,11.1,34.9,40.0,100.0,15150.0,1077.0,5.9,74.5,33.0,13.0,1.087
