year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,771.0,649.3,3.0,1215.0,20.0,122.0,3280.0,550.0,0.0,112.6,37.0,5.0,1.281
2.0,771.0,385.8,4.7,846.0,16.0,117.0,3520.0,590.0,0.0,116.7,42.0,5.0,1.292
3.0,771.0,429.3,3.4,1114.0,20.0,118.0,3560.0,590.0,0.0,125.1,48.0,6.0,1.332
4.0,771.0,632.4,3.3,1346.0,23.0,116.0,4545.0,533.0,2.5,134.4,52.0,7.0,1.367
5.0,771.0,641.8,3.6,1076.0,23.0,116.0,4770.0,710.0,6.3,142.3,64.0,8.0,1.395
6.0,771.0,645.5,4.1,904.0,25.0,116.0,5160.0,780.0,8.9,153.2,69.0,9.0,1.423
7.0,771.0,727.5,4.2,1116.0,18.0,116.0,5280.0,780.0,14.5,159.4,74.0,9.0,1.464
8.0,771.0,607.4,3.6,1185.0,24.0,111.0,4870.0,660.0,19.3,164.5,86.0,10.0,1.513
9.0,771.0,533.7,3.4,1282.0,20.0,125.0,4730.0,680.0,22.5,167.4,93.0,11.0,1.584
10.0,771.0,503.9,2.5,1481.0,19.0,112.0,4740.0,680.0,24.7,170.4,103.0,12.0,1.62
