year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,418.0,1141.9,17.1,25.0,19.0,121.0,4396.0,460.0,0.0,89.5,0.0,3.0,0.932
2.0,418.0,734.9,19.0,0.0,11.0,117.0,5850.0,328.0,0.0,89.5,0.0,3.0,0.951
3.0,418.0,1391.5,17.7,1.3,14.0,119.0,5400.0,302.0,0.0,110.5,1.0,3.0,0.963
4.0,418.0,1529.3,17.0,1.0,20.0,114.0,8550.0,479.0,1.0,114.9,2.0,3.0,0.972
5.0,418.0,1161.5,17.4,1.0,12.0,113.0,9900.0,554.0,1.0,121.6,4.0,3.0,1.029
6.0,418.0,1917.3,17.1,8.9,27.0,115.0,10800.0,605.0,1.3,129.5,4.0,4.0,1.038
7.0,418.0,1350.1,17.8,6.5,21.0,116.0,10350.0,580.0,1.4,137.6,5.0,4.0,1.095
8.0,418.0,1219.1,17.2,18.0,22.0,124.0,10575.0,592.0,1.7,140.8,8.0,5.0,1.129
9.0,418.0,1283.8,17.5,4.4,14.0,119.0,9450.0,529.0,1.7,277.4,11.0,5.0,1.162
10.0,418.0,1482.8,18.6,0.0,18.0,118.0,10350.0,580.0,1.9,285.12,24.0,5.0,1.297
