year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,432.0,1083.2,19.7,11.0,13.0,116.0,9057.0,2061.0,0.0,0.0,0.0,5.0,0.838
2.0,432.0,869.3,21.2,0.0,14.0,114.0,14519.0,3050.0,0.0,0.0,0.0,5.0,0.847
3.0,432.0,1437.9,19.7,0.0,18.0,113.0,14590.0,3128.0,0.0,0.0,0.0,6.0,0.892
4.0,432.0,1317.8,19.1,0.0,18.0,114.0,13207.0,2888.0,0.0,0.0,2.0,6.0,0.934
5.0,432.0,1442.3,19.5,0.0,21.0,108.0,15795.0,3526.0,0.0,0.0,2.0,6.0,0.991
6.0,432.0,1488.3,20.0,0.3,17.0,110.0,15088.0,3437.0,0.0,0.0,2.0,7.0,1.03
7.0,432.0,1338.5,19.4,0.0,24.0,115.0,15150.0,3339.0,0.0,0.0,3.0,8.0,1.061
8.0,432.0,1049.5,19.4,2.0,19.0,118.0,1245.0,3439.0,0.0,0.0,4.0,9.0,1.082
9.0,432.0,1532.4,19.9,0.2,19.0,111.0,15300.0,3703.0,4.1,15.3,4.0,9.0,1.145
10.0,432.0,1262.6,20.6,0.0,22.0,118.0,15446.0,3869.0,4.4,16.3,4.0,10.0,1.178
