year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,543.6,222.5,22.5,0.0,3.0,107.0,1700.0,570.0,0.0,0.0,0.0,0.0,1.31
2.0,543.6,229.0,21.2,0.0,3.0,109.0,1880.0,660.0,0.0,0.0,0.0,5.0,1.36
3.0,543.6,226.6,21.1,0.0,3.0,108.0,1380.0,490.0,0.0,0.0,4.0,5.0,1.419
4.0,543.6,424.4,21.2,0.0,2.0,105.0,1760.0,620.0,1.1,20.7,4.0,6.0,1.518
5.0,543.6,257.1,21.2,0.0,4.0,111.0,1800.0,620.0,0.3,28.8,37.0,6.0,1.578
6.0,543.6,256.0,21.8,0.0,3.0,109.0,1600.0,610.0,0.4,41.5,41.0,7.0,1.645
7.0,543.6,226.7,22.1,0.0,3.0,108.0,1760.0,860.0,8.2,52.3,51.0,7.0,1.692
8.0,543.6,82.7,22.6,0.0,2.0,106.0,1800.0,900.0,14.5,55.5,61.0,8.0,1.729
9.0,543.6,135.4,22.2,0.0,2.0,109.0,1900.0,1130.0,24.8,57.3,64.0,8.0,1.889
10.0,543.6,93.2,22.5,0.0,4.0,110.0,2140.0,1270.0,28.5,60.5,67.0,11.0,2.004
