year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,516.0,144.3,15.9,1.0,5.0,117.0,950.0,221.0,0.6,214.5,12.0,5.0,1.528
2.0,516.0,174.2,15.7,4.0,4.0,113.0,1000.0,232.0,3.7,224.5,19.0,5.0,1.618
3.0,516.0,387.6,15.4,0.0,6.0,110.0,1050.0,240.0,15.2,236.3,32.0,5.0,1.709
4.0,516.0,492.8,16.0,0.0,6.0,115.0,1130.0,233.0,22.7,254.4,40.0,7.0,1.718
5.0,516.0,462.4,15.3,0.0,4.0,113.0,1200.0,229.0,27.5,263.5,43.0,7.0,1.73
6.0,516.0,268.4,15.4,0.0,6.0,114.0,1150.0,219.0,33.5,276.1,47.0,8.0,1.762
7.0,516.0,575.0,15.8,0.0,6.0,110.0,1250.0,238.0,89.5,282.4,55.0,8.0,1.823
8.0,516.0,442.9,16.5,0.0,5.0,117.0,1250.0,238.0,161.5,289.9,63.0,9.0,1.942
9.0,516.0,374.4,16.1,0.0,5.0,118.0,950.0,180.0,288.6,294.2,67.0,10.0,2.216
10.0,516.0,745.7,14.1,0.0,5.0,114.0,1175.0,240.0,447.5,299.1,111.0,10.0,2.328
