year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,726.0,1209.4,10.8,23.0,6.0,108.0,1125.0,379.0,0.0,0.0,0.0,1.0,1.251
2.0,726.0,1325.6,11.0,33.0,4.0,114.0,1500.0,485.0,0.0,0.0,0.0,2.0,1.302
3.0,726.0,1091.0,11.6,0.0,6.0,108.0,2320.0,447.0,0.0,0.0,0.0,2.0,1.371
4.0,726.0,1529.6,12.5,0.0,6.0,110.0,2280.0,430.0,0.0,0.0,0.0,3.0,1.401
5.0,726.0,1581.4,10.9,5.0,5.0,111.0,2360.0,450.0,0.0,0.0,13.0,3.0,1.419
6.0,726.0,1213.8,10.9,1.5,9.0,115.0,2440.0,470.0,0.0,0.0,13.0,4.0,1.675
7.0,726.0,2186.9,11.8,0.0,5.0,119.0,2440.0,470.0,0.0,16.5,13.0,4.0,1.783
8.0,726.0,2386.0,11.8,1.0,6.0,114.0,2400.0,462.0,2.7,87.8,15.0,5.0,1.834
9.0,726.0,1168.0,11.3,0.9,11.0,112.0,3040.0,585.0,5.3,151.0,21.0,5.0,1.912
10.0,726.0,2253.1,10.7,10.0,6.0,111.0,2400.0,456.0,7.1,174.4,29.0,6.0,1.958
