year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,473.0,461.5,5.8,691.8,15.0,120.0,1990.0,310.0,0.0,0.0,0.0,2.0,0.952
2.0,473.0,471.0,6.8,665.9,12.0,109.0,2070.0,320.0,1.1,0.0,0.0,4.0,1.025
3.0,473.0,365.8,6.8,339.1,12.0,119.0,2530.0,270.0,1.7,0.0,0.0,5.0,1.029
4.0,473.0,300.1,5.6,747.0,11.0,117.0,2550.0,530.0,2.3,27.8,1.0,5.0,1.034
5.0,473.0,279.9,6.6,617.0,10.0,116.0,2590.0,560.0,4.3,45.3,1.0,5.0,1.046
6.0,473.0,563.4,5.1,674.0,17.0,112.0,2630.0,320.0,6.5,50.3,2.0,6.0,1.047
7.0,473.0,402.4,6.2,759.0,8.0,125.0,2665.0,570.0,11.8,58.1,2.0,6.0,1.052
8.0,473.0,481.0,6.1,576.0,13.0,129.0,2700.0,630.0,24.9,67.5,2.0,9.0,1.081
9.0,473.0,773.5,5.6,647.0,16.0,115.0,2640.0,460.0,27.5,78.5,4.0,10.0,1.098
10.0,473.0,438.1,6.3,541.0,16.0,111.0,2770.0,550.0,31.5,91.9,4.0,11.0,1.162
