year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,485.0,896.5,15.2,10.0,4.0,104.0,3000.0,210.0,0.0,25.6,22.0,6.0,1.719
2.0,485.0,1004.3,15.5,0.0,5.0,104.0,2500.0,175.0,0.0,163.5,38.0,7.0,1.747
3.0,485.0,1449.4,15.9,0.0,4.0,105.0,1800.0,145.0,0.0,165.3,41.0,7.0,1.803
4.0,485.0,1564.6,14.4,7.0,3.0,103.0,1550.0,110.0,2.5,172.5,44.0,8.0,1.823
5.0,485.0,904.9,15.0,0.3,3.0,105.0,1200.0,95.0,5.3,178.5,48.0,8.0,1.837
6.0,485.0,2356.8,15.3,0.0,5.0,102.0,4500.0,315.0,8.2,186.2,53.0,8.0,1.853
7.0,485.0,2236.8,15.7,0.0,4.0,108.0,4500.0,315.0,15.8,188.1,57.0,9.0,1.862
8.0,485.0,1078.8,15.6,0.9,3.0,105.0,1550.0,109.0,19.9,191.5,58.0,9.0,1.882
9.0,485.0,2081.4,13.8,2.9,6.0,104.0,5100.0,359.0,30.4,194.8,80.0,10.0,1.907
10.0,485.0,1245.2,15.1,0.0,3.0,110.0,5100.0,181.0,35.6,199.8,91.0,10.0,2.066
