year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,811.0,324.4,8.4,330.0,4.0,107.0,5020.0,880.0,0.0,57.2,0.0,2.0,0.461
2.0,811.0,371.9,8.6,356.0,6.0,112.0,4400.0,795.0,0.0,67.4,0.0,2.0,0.481
3.0,811.0,318.2,8.2,404.0,3.0,115.0,4545.0,1099.0,9.9,75.7,0.0,4.0,0.512
4.0,811.0,340.2,8.7,294.0,4.0,109.0,4147.0,844.0,15.2,88.3,0.0,5.0,0.561
5.0,811.0,503.2,8.0,417.0,7.0,106.0,4980.0,1017.0,30.6,110.2,0.0,7.0,0.618
6.0,811.0,529.0,8.1,292.0,7.0,105.0,5250.0,1070.0,39.5,121.2,1.0,7.0,0.632
7.0,811.0,425.0,7.9,388.0,5.0,114.0,6240.0,1271.0,52.3,139.2,7.0,8.0,0.654
8.0,811.0,397.4,8.3,555.0,4.0,111.0,6780.0,1382.0,67.8,142.3,11.0,9.0,0.667
9.0,811.0,377.4,6.8,668.0,7.0,114.0,6750.0,1451.0,83.4,147.8,21.0,10.0,0.691
10.0,811.0,427.4,7.5,463.0,8.0,114.0,5310.0,1140.0,89.6,152.4,25.0,10.0,0.718
