year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,543.6,272.7,19.0,0.0,4.0,103.0,4400.0,440.0,0.0,0.0,0.0,1.0,0.0
2.0,543.6,155.0,19.8,0.0,3.0,109.0,4400.0,440.0,0.0,0.0,1.0,4.0,0.921
3.0,543.6,380.7,18.5,1.0,3.0,111.0,4500.0,455.0,0.0,0.0,1.0,4.0,0.954
4.0,543.6,349.8,18.4,0.0,3.0,115.0,3900.0,475.0,0.0,21.5,3.0,5.0,0.989
5.0,543.6,441.3,18.6,0.0,4.0,115.0,4100.0,500.0,0.0,27.6,4.0,5.0,1.059
6.0,543.6,288.6,18.7,0.0,3.0,110.0,4300.0,300.0,0.0,55.3,4.0,5.0,1.062
7.0,543.6,413.4,19.2,0.0,3.0,113.0,4720.0,240.0,0.0,56.7,4.0,6.0,1.07
8.0,543.6,272.5,19.4,0.0,3.0,108.0,5440.0,330.0,0.0,64.8,5.0,7.0,1.079
9.0,543.6,141.2,19.9,0.0,2.0,105.0,5600.0,300.0,0.0,73.9,5.0,7.0,1.083
10.0,543.6,198.7,19.4,0.0,2.0,106.0,5800.0,450.0,0.0,83.5,6.0,7.0,1.088
