year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,477.5,396.7,17.8,0.0,5.0,115.0,3720.0,297.0,0.0,0.0,0.0,0.0,0.725
2.0,477.5,210.2,18.7,0.0,3.0,113.0,3520.0,282.0,0.0,0.0,0.0,0.0,0.745
3.0,477.5,539.7,17.4,2.0,4.0,116.0,3640.0,340.0,0.0,17.4,0.0,0.0,0.785
4.0,477.5,377.0,17.2,0.0,3.0,121.0,3700.0,475.0,0.0,28.5,5.0,9.0,0.834
5.0,477.5,539.1,17.5,0.0,4.0,123.0,3900.0,500.0,0.0,33.5,5.0,9.0,0.895
6.0,477.5,422.7,17.6,0.0,3.0,114.0,4200.0,550.0,0.0,45.2,5.0,10.0,0.95
7.0,477.5,466.0,18.1,0.0,2.0,120.0,4550.0,575.0,0.0,54.3,6.0,11.0,0.993
8.0,477.5,322.1,18.4,0.0,3.0,110.0,4830.0,530.0,0.0,63.5,6.0,11.0,1.13
9.0,477.5,190.4,18.9,0.0,2.0,114.0,4800.0,550.0,26.2,73.5,6.0,13.0,1.232
10.0,477.5,297.5,18.3,0.0,2.0,113.0,5300.0,500.0,26.9,82.3,6.0,13.0,1.351
