year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,579.1,175.3,17.6,17.0,3.0,110.0,2100.0,275.0,22.5,2.4,0.0,1.0,0.56
2.0,579.1,218.6,17.4,0.0,4.0,112.0,2300.0,350.0,49.5,4.7,1.0,3.0,0.632
3.0,579.1,304.7,17.8,1.0,3.0,114.0,2400.0,375.0,80.2,16.7,1.0,5.0,0.74
4.0,579.1,354.5,17.0,0.0,3.0,117.0,2500.0,400.0,115.7,29.5,1.0,6.0,0.742
5.0,579.1,161.1,18.2,0.0,4.0,106.0,2800.0,400.0,166.4,66.8,1.0,6.0,0.765
6.0,579.1,170.7,18.5,0.0,4.0,110.0,3020.0,660.0,250.4,72.8,2.0,7.0,0.793
7.0,579.1,223.9,18.9,0.0,3.0,110.0,3060.0,720.0,305.0,81.6,2.0,8.0,0.812
8.0,579.1,228.2,18.4,0.1,2.0,113.0,3200.0,700.0,365.9,95.6,2.0,9.0,0.851
9.0,579.1,225.0,17.2,0.0,4.0,114.0,3350.0,790.0,440.3,112.5,4.0,9.0,0.975
10.0,579.1,130.0,18.4,0.0,3.0,103.0,3500.0,900.0,524.6,135.6,4.0,11.0,0.994
