year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,811.0,393.9,7.8,506.0,4.0,113.0,4050.0,740.0,0.0,10.8,0.0,11.0,0.994
2.0,811.0,394.3,6.7,533.2,7.0,115.0,4120.0,770.0,0.0,31.2,0.0,12.0,1.104
3.0,811.0,446.1,7.4,489.0,7.0,108.0,3975.0,675.0,0.0,36.4,0.0,12.0,1.129
4.0,811.0,510.2,6.1,573.0,7.0,107.0,4000.0,695.0,0.0,40.6,1.0,12.0,1.162
5.0,811.0,365.4,8.0,448.0,6.0,106.0,4135.0,725.0,0.0,79.3,1.0,12.0,1.188
6.0,811.0,458.9,7.4,252.6,6.0,110.0,4270.0,760.0,5.5,87.3,2.0,13.0,1.212
7.0,811.0,526.7,7.4,513.0,5.0,107.0,4400.0,795.0,8.3,96.4,3.0,13.0,1.243
8.0,811.0,490.7,7.0,512.1,6.0,112.0,4565.0,835.0,18.4,102.4,3.0,13.0,1.295
9.0,811.0,351.7,7.5,388.5,8.0,110.0,4795.0,850.0,29.5,112.5,4.0,14.0,1.303
10.0,811.0,325.8,7.8,258.3,8.0,108.0,4910.0,860.0,36.7,121.3,4.0,14.0,1.354
