year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,1181.0,1283.2,7.1,713.0,28.0,109.0,9140.0,730.0,0.0,1.4,0.0,7.0,0.573
2.0,1181.0,1196.1,8.5,332.0,24.0,112.0,9362.0,609.0,0.0,9.3,2.0,8.0,0.611
3.0,1181.0,1339.3,8.5,440.4,31.0,120.0,9645.0,623.0,1.2,25.8,6.0,8.0,0.652
4.0,1181.0,1190.7,7.2,475.0,25.0,117.0,9968.0,645.0,12.3,30.7,6.0,8.0,0.67
5.0,1181.0,1078.8,7.6,650.0,20.0,110.0,10100.0,660.0,31.8,48.7,8.0,10.0,0.712
6.0,1181.0,1306.4,7.6,726.3,28.0,127.0,10570.0,690.0,77.5,52.0,10.0,10.0,0.728
7.0,1181.0,1176.5,8.0,546.4,16.0,121.0,11270.0,730.0,92.4,56.7,11.0,10.0,0.782
8.0,1181.0,1599.4,7.5,569.0,28.0,110.0,11800.0,820.0,117.5,62.3,13.0,11.0,0.835
9.0,1181.0,1193.8,7.5,473.6,28.0,122.0,12100.0,850.0,122.2,67.7,15.0,12.0,0.983
10.0,1181.0,1364.9,9.2,274.3,24.0,112.0,12500.0,880.0,131.4,72.4,18.0,12.0,0.996
