year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,520.0,384.1,16.2,0.0,3.0,118.0,3650.0,478.0,0.0,67.3,27.0,3.0,1.528
2.0,520.0,876.5,14.3,0.0,4.0,120.0,3750.0,488.0,0.0,75.3,27.0,3.0,1.544
3.0,520.0,252.6,15.8,0.0,3.0,114.0,3850.0,616.0,0.0,88.7,31.0,3.0,1.606
4.0,520.0,433.2,16.1,0.0,4.0,110.0,3850.0,616.0,0.0,87.9,31.0,5.0,1.613
5.0,520.0,554.4,16.3,0.0,4.0,116.0,3850.0,655.0,0.0,110.0,34.0,5.0,1.636
6.0,520.0,382.2,16.1,0.0,4.0,116.0,4200.0,714.0,0.0,116.4,39.0,6.0,1.64
7.0,520.0,393.2,16.6,0.0,3.0,110.0,4500.0,675.0,0.0,123.4,41.0,6.0,1.645
8.0,520.0,385.2,16.2,0.0,5.0,119.0,4600.0,690.0,0.0,139.5,83.0,8.0,1.653
9.0,520.0,500.1,16.2,0.0,3.0,111.0,4850.0,728.0,0.0,153.7,83.0,9.0,1.661
10.0,520.0,538.7,16.2,0.0,4.0,115.0,5950.0,560.0,0.0,196.3,85.0,12.0,1.67
