year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,796.0,1687.0,23.4,0.0,22.0,108.0,9900.0,244.0,0.0,0.0,0.0,3.0,0.7
2.0,796.0,733.7,23.4,0.0,28.0,111.0,10200.0,280.0,0.0,0.0,1.0,3.0,0.701
3.0,796.0,1450.2,23.6,0.0,18.0,115.0,10300.0,315.0,1.0,0.0,1.0,3.0,0.729
4.0,796.0,1034.6,23.7,0.0,35.0,108.0,10501.0,267.0,1.4,4.5,2.0,6.0,0.761
5.0,796.0,1213.1,23.7,0.0,27.0,112.0,10740.0,275.0,3.8,5.5,2.0,6.0,0.806
6.0,796.0,1198.4,23.9,0.0,23.0,111.0,10890.0,283.0,6.22,6.3,3.0,6.0,0.808
7.0,796.0,1488.6,23.3,0.0,28.0,110.0,11120.0,292.0,7.1,6.9,3.0,8.0,0.831
8.0,796.0,968.6,23.8,0.0,23.0,107.0,11490.0,300.0,15.2,7.2,3.0,9.0,0.871
9.0,796.0,1063.0,24.2,0.0,22.0,109.0,11645.0,377.0,22.3,7.7,4.0,9.0,0.932
10.0,796.0,1312.8,23.5,0.0,23.0,109.0,11430.0,319.0,27.9,8.4,4.0,12.0,0.999
