year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,724.0,336.2,24.4,0.0,51.0,92.0,5559.0,170.0,0.0,0.0,0.0,2.0,2.287
2.0,724.0,592.2,24.8,0.0,48.0,90.0,5698.0,178.0,0.0,0.0,0.0,2.0,2.312
3.0,724.0,249.1,24.3,0.0,48.0,88.0,5836.0,186.0,0.0,0.0,0.0,3.0,2.345
4.0,724.0,383.5,24.4,0.0,51.0,91.0,6059.0,174.0,0.0,0.0,0.0,3.0,2.374
5.0,724.0,361.5,24.7,0.0,47.0,91.0,6353.0,162.0,0.0,0.0,0.0,3.0,2.404
6.0,724.0,737.3,25.0,0.0,48.0,90.0,6610.0,175.0,0.0,0.0,0.0,4.0,2.497
7.0,724.0,506.6,24.8,0.0,49.0,92.0,6867.0,189.0,0.0,0.0,0.0,4.0,2.5
8.0,724.0,133.4,24.1,0.0,47.0,85.0,6810.0,177.0,0.0,0.0,0.0,4.0,2.521
9.0,724.0,207.1,24.0,0.0,49.0,87.0,6752.0,166.0,0.0,0.0,2.0,6.0,2.525
10.0,724.0,256.8,24.3,0.0,52.0,89.0,7045.0,180.0,0.0,2.3,3.0,6.0,2.534
