year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,454.0,1446.2,13.6,69.3,23.0,119.0,2156.0,509.0,0.0,0.0,0.0,2.0,1.466
2.0,454.0,1366.8,12.7,152.0,19.0,116.0,2223.0,525.0,0.0,0.0,0.0,2.0,1.492
3.0,454.0,1310.5,13.3,57.9,17.0,114.0,2634.0,595.0,0.0,0.0,0.0,4.0,1.597
4.0,454.0,1128.7,15.0,28.0,12.0,121.0,3842.0,730.0,0.0,0.0,0.0,15.0,1.634
5.0,454.0,1126.6,14.4,28.8,16.0,116.0,3842.0,730.0,19.0,0.0,0.0,15.0,1.654
6.0,454.0,931.8,13.6,125.0,13.0,116.0,4150.0,830.0,15.1,1.8,1.0,15.0,1.681
7.0,454.0,703.0,14.5,17.0,13.0,118.0,4150.0,830.0,24.6,7.9,2.0,15.0,1.838
8.0,454.0,1124.1,14.9,45.0,18.0,117.0,4200.0,840.0,119.0,15.7,2.0,16.0,1.862
9.0,454.0,1462.3,13.2,62.0,27.0,117.0,4400.0,720.0,138.2,30.5,6.0,18.0,1.883
10.0,454.0,986.3,14.3,67.0,24.0,122.0,4415.0,721.0,293.0,39.8,7.0,18.0,1.889
