year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,327.7,336.6,21.3,0.0,4.0,106.0,5810.0,2030.0,0.0,0.0,0.0,0.0,0.712
2.0,327.7,240.2,22.1,0.0,3.0,104.0,5900.0,2200.0,0.0,0.0,0.0,0.0,0.72
3.0,327.7,155.3,22.4,0.0,3.0,104.0,6100.0,2500.0,0.0,0.0,0.0,0.0,0.752
4.0,327.7,77.0,23.0,0.0,2.0,105.0,6140.0,2650.0,0.0,9.0,0.0,0.0,0.758
5.0,327.7,146.3,22.5,0.0,2.0,108.0,6200.0,2800.0,2.9,11.0,0.0,6.0,0.762
6.0,327.7,216.3,21.2,0.0,4.0,111.0,6500.0,2550.0,34.8,18.6,0.0,7.0,0.77
7.0,327.7,77.1,22.4,0.0,4.0,106.0,19437.0,7674.0,50.6,24.9,0.0,7.0,0.781
8.0,327.7,90.3,22.8,0.0,2.0,105.0,22755.0,8472.0,56.7,27.0,1.0,8.0,0.789
9.0,327.7,238.5,22.8,0.0,2.0,103.0,26640.0,9353.0,60.9,30.2,1.0,8.0,0.794
10.0,327.7,62.0,22.7,0.0,2.0,102.0,30525.0,10234.0,76.5,44.3,5.0,9.0,0.795
