year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,349.0,827.2,6.9,400.0,7.0,107.0,6345.0,305.0,0.0,0.0,6.0,4.0,1.182
2.0,349.0,1010.6,6.5,376.2,7.0,108.0,6660.0,265.0,0.0,0.0,14.0,5.0,1.214
3.0,349.0,691.4,6.7,370.0,9.0,104.0,8010.0,310.0,0.0,0.0,14.0,5.0,1.225
4.0,349.0,705.0,6.0,411.0,8.0,107.0,8530.0,360.0,0.0,67.4,15.0,7.0,1.234
5.0,349.0,673.0,7.3,330.3,7.0,103.0,9100.0,410.0,0.0,75.4,16.0,7.0,1.253
6.0,349.0,689.0,6.6,291.7,8.0,107.0,9640.0,460.0,1.3,87.8,18.0,10.0,1.271
7.0,349.0,781.6,6.9,423.0,8.0,100.0,9800.0,495.0,2.4,96.3,21.0,10.0,1.312
8.0,349.0,660.5,6.4,498.6,7.0,105.0,10170.0,530.0,3.5,112.5,14.0,12.0,1.339
9.0,349.0,828.9,7.0,336.6,8.0,108.0,10670.0,550.0,6.4,135.4,27.0,18.0,1.364
10.0,349.0,819.5,7.2,246.8,7.0,105.0,10310.0,530.0,8.3,146.7,57.0,22.0,1.38
