year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,323.0,60.7,18.5,6.0,2.0,112.0,2825.0,2492.0,0.0,11.6,21.0,3.0,0.781
2.0,323.0,103.7,17.5,16.0,3.0,110.0,2800.0,2470.0,0.0,19.5,43.0,3.0,0.864
3.0,323.0,179.3,17.1,0.0,4.0,119.0,2800.0,2470.0,0.0,35.3,43.0,4.0,0.929
4.0,323.0,280.6,17.5,0.0,3.0,113.0,4335.0,1578.0,0.0,45.5,46.0,4.0,1.094
5.0,323.0,383.4,16.9,0.0,4.0,115.0,4335.0,1578.0,0.0,57.6,47.0,4.0,1.132
6.0,323.0,147.1,18.0,0.0,4.0,109.0,4454.0,1621.0,0.0,79.7,48.0,5.0,1.167
7.0,323.0,189.9,18.2,0.0,5.0,115.0,4290.0,1561.0,1.1,87.3,52.0,6.0,1.234
8.0,323.0,159.7,18.8,0.0,3.0,111.0,4800.0,1750.0,1.3,96.3,56.0,7.0,1.297
9.0,323.0,284.3,18.3,0.0,2.0,117.0,4414.0,1337.0,1.6,101.5,59.0,7.0,1.342
10.0,323.0,188.2,16.8,0.0,3.0,116.0,4334.0,1305.0,2.1,109.9,65.0,8.0,1.387
