year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,1028.7,380.7,18.5,1.0,3.0,111.0,5300.0,180.0,0.0,287.6,32.0,6.0,0.752
2.0,1028.7,349.8,18.4,0.0,3.0,115.0,5550.0,230.0,3.2,361.3,43.0,6.0,0.781
3.0,1028.7,441.3,18.6,0.0,4.0,115.0,5850.0,240.0,5.4,365.1,54.0,7.0,0.803
4.0,1028.7,288.6,18.7,0.0,3.0,110.0,5990.0,310.0,5.9,390.5,58.0,8.0,0.93
5.0,1028.7,413.4,19.2,0.0,3.0,113.0,6200.0,400.0,6.1,405.4,64.0,8.0,0.987
6.0,1028.7,272.5,19.4,0.0,3.0,108.0,7200.0,580.0,8.7,480.2,102.0,12.0,1.02
7.0,1028.7,141.2,19.9,0.0,2.0,105.0,6700.0,550.0,32.5,520.4,116.0,12.0,1.07
8.0,1028.7,198.7,19.4,0.0,2.0,106.0,7000.0,550.0,80.4,560.2,124.0,15.0,1.197
9.0,1028.7,282.8,18.2,0.0,4.0,114.0,8000.0,600.0,115.2,605.3,137.0,18.0,1.243
10.0,1028.7,101.6,19.6,0.0,2.0,101.0,8171.0,544.0,119.4,612.4,140.0,19.0,1.316
