year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,434.4,369.1,9.8,79.0,9.0,117.0,5600.0,1980.0,0.0,163.5,27.0,0.0,1.034
2.0,434.4,275.7,10.6,90.9,6.0,113.0,5650.0,2000.0,0.0,167.9,29.0,3.0,1.058
3.0,434.4,308.1,10.9,44.9,7.0,113.0,6400.0,2800.0,0.0,170.8,31.0,4.0,1.09
4.0,434.4,193.3,11.4,71.0,4.0,120.0,7150.0,3750.0,0.0,182.5,31.0,5.0,1.1
5.0,434.4,328.2,10.7,149.6,3.0,119.0,8250.0,4200.0,0.0,185.1,32.0,5.0,1.126
6.0,434.4,250.4,9.9,98.2,6.0,118.0,9300.0,4300.0,0.0,189.7,32.0,5.0,1.137
7.0,434.4,215.2,10.8,68.2,8.0,108.0,10200.0,4650.0,0.0,214.0,34.0,6.0,1.527
8.0,434.4,224.5,11.6,57.0,5.0,107.0,12632.0,5979.0,0.0,253.0,34.0,6.0,1.727
9.0,434.4,293.4,11.6,110.0,5.0,111.0,12884.0,6099.0,0.0,261.8,34.0,6.0,1.771
10.0,434.4,149.0,11.7,72.0,3.0,110.0,13142.0,6225.0,0.0,276.2,34.0,6.0,1.792
