year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,349.0,658.7,7.6,318.0,7.0,110.0,10475.0,545.0,0.0,0.0,0.0,4.0,1.021
2.0,349.0,672.2,7.7,324.0,6.0,110.0,9900.0,395.0,0.0,0.0,0.0,4.0,1.031
3.0,349.0,293.3,7.6,365.0,5.0,102.0,9520.0,318.0,0.0,3.8,0.0,5.0,1.055
4.0,349.0,712.5,7.7,291.0,6.0,103.0,9861.0,184.0,0.3,4.7,1.0,5.0,1.073
5.0,349.0,803.0,7.1,339.0,6.0,104.0,10148.0,182.0,0.8,6.3,1.0,7.0,1.099
6.0,349.0,727.3,7.7,286.0,7.0,109.0,9980.0,180.0,1.5,8.4,4.0,7.0,1.12
7.0,349.0,942.6,7.3,329.0,5.0,102.0,10019.0,178.0,3.7,11.2,5.0,7.0,1.19
8.0,349.0,731.8,7.2,484.0,9.0,106.0,9804.0,165.0,7.6,13.3,9.0,9.0,1.255
9.0,349.0,535.2,6.7,446.0,6.0,103.0,9030.0,99.0,14.7,18.3,10.0,9.0,1.324
10.0,349.0,636.9,6.5,397.0,7.0,102.0,9374.0,165.0,19.0,23.2,11.0,11.0,1.455
