year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,469.9,446.5,15.4,1.4,5.0,109.0,5600.0,2200.0,0.0,0.0,0.0,0.0,0.753
2.0,469.9,177.5,16.8,0.0,3.0,106.0,6412.0,1596.0,0.0,0.0,0.0,2.0,0.78
3.0,469.9,175.7,17.3,0.0,2.0,108.0,6783.0,1689.0,0.0,0.0,0.0,2.0,0.795
4.0,469.9,313.3,17.2,0.0,3.0,110.0,7175.0,1787.0,0.0,0.0,0.0,3.0,0.821
5.0,469.9,87.4,17.2,0.0,3.0,105.0,7567.0,1885.0,0.0,32.1,0.0,3.0,0.834
6.0,469.9,298.4,17.4,1.0,3.0,110.0,5029.0,3042.0,0.0,63.9,0.0,4.0,0.863
7.0,469.9,431.0,16.7,0.0,3.0,108.0,5043.0,2660.0,0.0,109.1,2.0,4.0,0.911
8.0,469.9,533.0,16.5,0.0,4.0,108.0,4642.0,2299.0,0.0,132.1,2.0,4.0,0.952
9.0,469.9,196.5,16.9,2.0,3.0,115.0,5054.0,2729.0,0.0,210.5,9.0,5.0,1.183
10.0,469.9,306.2,17.0,7.0,2.0,112.0,5883.0,2847.0,0.0,271.8,10.0,5.0,1.296
