year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,411.5,1845.3,16.9,10.0,23.0,110.0,753.0,330.0,0.0,0.0,0.0,5.0,0.897
2.0,411.5,1258.2,17.5,6.6,21.0,113.0,775.0,339.0,1.8,1.0,0.0,6.0,0.903
3.0,411.5,1201.5,16.9,27.0,19.0,113.0,798.0,350.0,21.1,3.7,0.0,6.0,0.94
4.0,411.5,1475.3,17.1,5.3,14.0,114.0,822.0,360.0,30.6,14.6,0.0,7.0,0.972
5.0,411.5,1396.7,18.4,0.0,16.0,115.0,847.0,371.0,109.2,45.5,0.0,7.0,0.978
6.0,411.5,1145.2,18.0,6.2,12.0,118.0,872.0,382.0,114.4,20.4,0.0,8.0,1.121
7.0,411.5,845.2,17.8,12.0,12.0,116.0,899.0,394.0,119.3,26.7,0.0,8.0,1.185
8.0,411.5,1167.2,17.4,3.0,12.0,118.0,925.0,405.0,125.8,31.4,1.0,10.0,1.373
9.0,411.5,1117.8,18.0,3.0,16.0,114.0,953.0,418.0,148.9,45.5,0.0,11.0,1.708
10.0,411.5,1593.8,17.1,6.0,15.0,114.0,982.0,430.0,190.1,52.4,0.0,17.0,2.183
