year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,1022.0,449.6,13.1,121.0,5.0,102.0,1960.0,285.0,0.0,0.0,0.0,2.0,1.051
2.0,1022.0,449.0,12.8,100.6,6.0,109.0,1755.0,265.0,2.0,0.0,7.0,5.0,1.115
3.0,1022.0,542.1,12.8,62.0,5.0,113.0,1755.0,270.0,4.3,26.4,14.0,5.0,1.198
4.0,1022.0,639.7,12.0,123.0,6.0,107.0,1822.0,257.0,7.6,32.8,15.0,5.0,1.255
5.0,1022.0,444.2,13.5,58.7,6.0,110.0,1868.0,266.0,13.2,43.3,19.0,6.0,1.289
6.0,1022.0,372.6,13.0,64.3,5.0,107.0,1870.0,225.0,23.9,66.4,20.0,6.0,1.324
7.0,1022.0,474.5,13.0,131.0,4.0,101.0,2230.0,230.0,35.4,83.2,20.0,7.0,1.605
8.0,1022.0,549.0,12.3,154.9,4.0,111.0,2300.0,240.0,48.5,97.8,23.0,7.0,1.689
9.0,1022.0,442.3,13.1,78.4,3.0,104.0,2385.0,250.0,58.9,143.2,23.0,8.0,1.784
10.0,1022.0,576.2,13.3,24.8,7.0,108.0,2385.0,250.0,75.5,176.7,26.0,9.0,1.932
