year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,617.0,816.9,13.3,3.0,9.0,111.0,2525.0,172.0,2.3,45.5,39.0,5.0,1.357
2.0,617.0,701.4,13.6,4.0,8.0,116.0,2730.0,177.0,2.4,46.7,45.0,5.0,1.367
3.0,617.0,885.4,14.0,0.0,8.0,113.0,3105.0,185.0,2.5,48.8,63.0,5.0,1.407
4.0,617.0,1256.6,14.6,0.0,8.0,111.0,3955.0,198.0,2.7,60.5,63.0,5.0,1.446
5.0,617.0,1318.4,13.4,0.0,7.0,117.0,4600.0,208.0,2.75,84.5,63.0,6.0,1.472
6.0,617.0,875.2,13.4,0.0,8.0,108.0,5350.0,214.0,2.8,108.0,65.0,6.0,1.523
7.0,617.0,1948.5,14.0,0.0,7.0,118.0,5350.0,214.0,3.2,122.6,65.0,6.0,1.531
8.0,617.0,1699.2,14.4,0.0,7.0,110.0,4700.0,188.0,4.6,140.3,77.0,6.0,1.547
9.0,617.0,903.5,14.0,0.0,7.0,110.0,4800.0,192.0,6.5,170.3,91.0,7.0,1.563
10.0,617.0,1830.4,13.0,1.3,8.0,114.0,5500.0,220.0,7.6,220.4,100.0,7.0,1.576
