year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,492.8,338.4,16.8,0.3,4.0,110.0,7200.0,1944.0,0.0,0.0,0.0,11.0,1.154
2.0,492.8,159.8,17.7,0.0,3.0,115.0,7200.0,2160.0,0.0,20.2,0.0,11.0,1.182
3.0,492.8,662.9,16.5,5.0,4.0,114.0,7840.0,3136.0,0.0,50.0,0.0,12.0,1.219
4.0,492.8,332.3,16.2,0.0,3.0,120.0,6650.0,1575.0,0.0,88.5,1.0,13.0,1.291
5.0,492.8,530.4,16.4,0.0,5.0,113.0,7000.0,1650.0,0.0,89.0,2.0,13.0,1.353
6.0,492.8,355.2,16.7,0.0,4.0,119.0,6800.0,1400.0,0.0,93.5,2.0,14.0,1.393
7.0,492.8,405.2,17.2,0.0,3.0,115.0,7150.0,1600.0,0.0,98.2,5.0,14.0,1.445
8.0,492.8,280.1,17.4,0.0,3.0,108.0,7500.0,2250.0,0.0,116.8,10.0,14.0,1.487
9.0,492.8,183.2,17.8,0.0,2.0,113.0,7300.0,2500.0,0.0,125.4,10.0,15.0,1.521
10.0,492.8,276.4,17.4,1.0,2.0,111.0,7800.0,2140.0,0.0,131.6,10.0,17.0,1.604
