year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,423.0,1537.9,14.7,39.0,24.0,116.0,3295.0,422.0,0.0,134.3,0.0,4.0,0.802
2.0,423.0,1003.7,16.5,2.0,20.0,112.0,4402.0,577.0,0.0,138.8,0.0,4.0,0.809
3.0,423.0,1243.6,15.8,5.9,21.0,114.0,4900.0,656.0,0.0,139.1,0.0,4.0,0.816
4.0,423.0,1725.9,15.0,6.0,26.0,110.0,5005.0,683.0,0.0,151.6,0.0,5.0,0.82
5.0,423.0,1236.7,15.4,21.0,13.0,110.0,5206.0,725.0,47.6,152.5,0.0,5.0,0.834
6.0,423.0,1805.7,15.1,33.7,28.0,113.0,5383.0,765.0,122.0,153.0,4.0,5.0,0.846
7.0,423.0,1473.3,15.4,21.2,20.0,112.0,5534.0,652.0,131.7,157.3,59.0,5.0,0.858
8.0,423.0,1273.6,14.9,44.0,22.0,115.0,5695.0,671.0,140.6,159.3,98.0,6.0,0.883
9.0,423.0,1319.2,15.3,14.7,16.0,114.0,5805.0,877.0,149.5,162.4,186.0,6.0,0.908
10.0,423.0,1375.9,16.8,0.4,14.0,118.0,5940.0,604.0,167.4,166.4,195.0,6.0,0.934
