year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,520.7,240.2,22.1,0.0,3.0,104.0,7000.0,1700.0,0.0,0.0,0.0,2.0,0.798
2.0,520.7,155.3,22.4,0.0,3.0,104.0,7680.0,2300.0,0.0,0.0,0.0,2.0,0.802
3.0,520.7,77.0,23.0,0.0,2.0,105.0,8000.0,2600.0,0.0,0.0,0.0,2.0,0.835
4.0,520.7,146.3,22.5,0.0,2.0,108.0,7000.0,3000.0,0.0,0.0,0.0,6.0,0.838
5.0,520.7,216.3,21.2,0.0,4.0,111.0,6800.0,2700.0,0.0,0.0,0.0,6.0,0.842
6.0,520.7,77.1,22.4,0.0,4.0,106.0,19437.0,7674.0,0.0,0.0,1.0,7.0,0.847
7.0,520.7,90.3,22.8,0.0,2.0,105.0,22755.0,8472.0,0.0,0.0,1.0,7.0,0.851
8.0,520.7,238.5,22.8,0.0,2.0,103.0,26640.0,9353.0,0.0,119.5,1.0,8.0,0.857
9.0,520.7,62.0,22.7,0.0,2.0,102.0,30525.0,10234.0,0.0,239.5,4.0,8.0,0.858
10.0,520.7,195.8,22.9,0.0,3.0,100.0,12284.0,7546.0,0.0,311.3,6.0,8.0,0.859
