year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,593.9,79.5,18.7,5.0,2.0,108.0,2450.0,245.0,24.2,165.8,69.0,5.0,1.671
2.0,593.9,175.3,17.6,17.0,3.0,110.0,2400.0,300.0,55.8,166.1,91.0,5.0,1.681
3.0,593.9,218.6,17.4,0.0,4.0,112.0,2300.0,350.0,131.9,167.5,101.0,8.0,1.703
4.0,593.9,304.7,17.8,1.0,3.0,114.0,2400.0,375.0,133.2,171.8,109.0,8.0,1.712
5.0,593.9,354.5,17.0,0.0,3.0,117.0,2600.0,390.0,214.4,194.3,116.0,11.0,1.721
6.0,593.9,161.1,18.2,0.0,4.0,106.0,2800.0,400.0,220.5,199.5,119.0,11.0,1.734
7.0,593.9,170.7,18.5,0.0,4.0,110.0,3020.0,660.0,265.7,234.6,127.0,14.0,1.882
8.0,593.9,223.9,18.9,0.0,3.0,110.0,3060.0,720.0,286.7,244.1,129.0,16.0,1.93
9.0,593.9,228.2,18.4,0.1,2.0,113.0,3200.0,700.0,305.0,257.8,133.0,16.0,1.946
10.0,593.9,225.0,17.2,0.0,4.0,114.0,3400.0,740.0,305.0,261.3,139.0,16.0,1.962
