year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,324.0,354.5,17.0,0.0,3.0,117.0,2600.0,400.0,0.0,0.0,0.0,0.0,1.52
2.0,324.0,161.1,18.2,0.0,4.0,106.0,5950.0,1190.0,0.0,3.4,0.0,0.0,1.62
3.0,324.0,170.7,18.5,0.0,4.0,110.0,5950.0,1190.0,0.0,21.3,0.0,4.0,1.68
4.0,324.0,223.9,18.9,0.0,3.0,110.0,6150.0,1340.0,0.0,21.3,0.0,5.0,1.78
5.0,324.0,228.2,18.4,0.0,2.0,113.0,6340.0,1450.0,0.0,23.9,0.0,7.0,1.8
6.0,324.0,225.0,17.2,0.0,4.0,114.0,6630.0,1500.0,0.0,24.9,0.0,7.0,1.81
7.0,324.0,130.0,18.4,0.0,3.0,103.0,6700.0,1540.0,0.9,25.2,0.0,7.0,1.86
8.0,324.0,100.6,19.0,0.0,2.0,114.0,6740.0,1590.0,0.9,52.8,0.0,8.0,1.89
9.0,324.0,176.5,19.0,0.0,3.0,108.0,7175.0,1787.0,3.4,60.5,57.0,8.0,1.92
10.0,324.0,53.6,19.0,0.0,2.0,105.0,7567.0,1885.0,16.8,105.0,65.0,9.0,1.96
