year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
1.0,612.0,445.3,7.5,427.0,8.0,110.0,90.0,47.0,0.5,19.4,19.0,1.0,1.102
2.0,612.0,558.4,7.7,427.0,6.0,108.0,91.0,47.0,1.7,26.1,20.0,1.0,1.107
3.0,612.0,533.2,7.2,469.0,8.0,112.0,91.0,47.0,2.8,26.6,20.0,2.0,1.229
4.0,612.0,318.9,9.5,322.0,4.0,109.0,120.0,55.0,1.9,27.0,23.0,2.0,1.232
5.0,612.0,460.1,7.7,530.0,5.0,111.0,120.0,55.0,3.2,27.3,23.0,2.0,1.307
6.0,612.0,536.6,8.3,352.0,7.0,119.0,130.0,59.0,3.6,27.7,25.0,2.0,1.385
7.0,612.0,514.2,8.8,362.0,8.0,111.0,100.0,48.0,4.3,34.5,26.0,3.0,1.465
8.0,612.0,452.1,8.2,504.0,6.0,107.0,110.0,53.0,4.5,53.0,27.0,3.0,1.495
9.0,612.0,507.3,8.7,377.7,8.0,110.0,110.0,53.0,5.1,59.0,27.0,3.0,1.532
10.0,612.0,383.0,8.8,363.0,4.0,106.0,115.0,54.0,6.3,82.0,28.0,3.0,1.583
